"","target_word","comparison","mean_difference","bootstrap_se","bootstrap_me","lb","ub","significant","pvalue"
"322","february","ac",NA,0,0,NA,NA,NA,NA
"323","february","ah",NA,0,0,NA,NA,NA,NA
"324","february","ch",NA,0,0,NA,NA,NA,NA
"325","fri","ac",0.0278055174450856,0.0287517618261861,0.0611850497286371,-0.0333795322835516,0.0889905671737227,0,0.333499459612568
"326","fri","ah",-0.00193792597274296,0.0429153960971852,0.0913259041377759,-0.0932638301105189,0.089387978165033,0,0.963982253148843
"327","fri","ch",-0.0297434434178285,0.0405286804109926,0.0862468651964192,-0.115990308614248,0.0565034217785906,0,0.463018035839589
"328","friday","ac",-0.0310859789082315,0.0238030527557931,0.0506539729760193,-0.0817399518842508,0.0195679940677878,0,0.191564101385503
"329","friday","ah",-0.026050418621162,0.0341566814520693,0.0726869631796506,-0.0987373818008126,0.0466365445584887,0,0.445657739741649
"330","friday","ch",0.00503556028706953,0.0324963374674158,0.0691536760760012,-0.0641181157889317,0.0741892363630707,0,0.876854602466832
"331","jan","ac",NA,0,0,NA,NA,NA,NA
"332","jan","ah",NA,0,0,NA,NA,NA,NA
"333","jan","ch",NA,0,0,NA,NA,NA,NA
"334","january","ac",NA,0,0,NA,NA,NA,NA
"335","january","ah",NA,0,0,NA,NA,NA,NA
"336","january","ch",NA,0,0,NA,NA,NA,NA
"337","jul","ac",NA,0,0,NA,NA,NA,NA
"338","jul","ah",NA,0,0,NA,NA,NA,NA
"339","jul","ch",NA,0,0,NA,NA,NA,NA
"340","july","ac",NA,0,0,NA,NA,NA,NA
"341","july","ah",NA,0,0,NA,NA,NA,NA
"342","july","ch",NA,0,0,NA,NA,NA,NA
"343","jun","ac",NA,0,0,NA,NA,NA,NA
"344","jun","ah",NA,0,0,NA,NA,NA,NA
"345","jun","ch",NA,0,0,NA,NA,NA,NA
"346","june","ac",NA,0,0,NA,NA,NA,NA
"347","june","ah",NA,0,0,NA,NA,NA,NA
"348","june","ch",NA,0,0,NA,NA,NA,NA
"349","mar","ac",-0.0371846338617615,0.0202163259576478,0.0430212561069025,-0.0802058899686641,0.005836622245141,0,0.0658656521452077
"350","mar","ah",0.00775271337770391,0.0353041224100113,0.0751287694417079,-0.067376056064004,0.0828814828194118,0,0.826184277738638
"351","mar","ch",0.0449373472394654,0.034586192205173,0.0736009814908243,-0.0286636342513589,0.11853832873029,0,0.193845877311045
"352","march","ac",NA,0,0,NA,NA,NA,NA
"353","march","ah",NA,0,0,NA,NA,NA,NA
"354","march","ch",NA,0,0,NA,NA,NA,NA
"355","may","ac",0.0475924896192737,0.0263291763224076,0.0560296781929155,-0.00843718857364184,0.103622167812189,0,0.0706695443102647
"356","may","ah",0.0601148670655675,0.0349496923339357,0.0743745262074633,-0.0142596591418958,0.134489393273031,0,0.0854251799053747
"357","may","ch",0.0125223774462938,0.0260474219154185,0.0554300920699118,-0.042907714623618,0.0679524695162056,0,0.630692024603517
"358","mon","ac",-0.016531343664974,0.0282370729757165,0.0600897685733071,-0.0766211122382811,0.0435584249083332,0,0.558246384384032
"359","mon","ah",-0.0475023260922171,0.0422976474894593,0.0900113071571803,-0.137513633249397,0.0425089810649632,0,0.261416730800981
"360","mon","ch",-0.0309709824272431,0.042833272937945,0.0911511423401385,-0.122122124767382,0.0601801599128954,0,0.469643652417057
"361","monday","ac",-0.0158604041673243,0.0227330104510257,0.0483768745489826,-0.0642372787163069,0.0325164703816583,0,0.485376308421859
"362","monday","ah",-0.00732643743976951,0.0352586363412292,0.0750319730298143,-0.0823584104695838,0.0677055355900448,0,0.835391935734171
"363","monday","ch",0.0085339667275548,0.0323387147907697,0.068818247890165,-0.0602842811626102,0.0773522146177198,0,0.791862220412293
"364","nov","ac",NA,0,0,NA,NA,NA,NA
"365","nov","ah",NA,0,0,NA,NA,NA,NA
"366","nov","ch",NA,0,0,NA,NA,NA,NA
"367","november","ac",NA,0,0,NA,NA,NA,NA
"368","november","ah",NA,0,0,NA,NA,NA,NA
"369","november","ch",NA,0,0,NA,NA,NA,NA
"370","oct","ac",NA,0.00490307283345974,0.0104339607761059,NA,NA,NA,NA
"371","oct","ah",NA,0.0225703511986396,0.0480307283021463,NA,NA,NA,NA
"372","oct","ch",NA,0.0265574257545031,0.056515403309092,NA,NA,NA,NA
"373","october","ac",NA,0,0,NA,NA,NA,NA
"374","october","ah",NA,0,0,NA,NA,NA,NA
"375","october","ch",NA,0,0,NA,NA,NA,NA
"376","sat","ac",0.00483318604528904,0.0216950571005984,0.0461680628682995,-0.0413348768230105,0.0510012489135886,0,0.823708125646707
"377","sat","ah",0.0773612270539161,0.0338103224968272,0.0719498956556304,0.00541133139828569,0.149311122709546,1,0.022131994186263
"378","sat","ch",0.072528041008627,0.0289818742410476,0.0616747393564099,0.0108533016522172,0.134202780365037,1,0.0123308798683603
"379","saturday","ac",-0.069713282585144,0.026198012555416,0.0557505557636714,-0.125463838348815,-0.0139627268214726,1,0.00779056788891741
"380","saturday","ah",-0.0627913054078817,0.044567100817112,0.0948408064952969,-0.157632111903179,0.0320495010874152,0,0.158859981361131
"381","saturday","ch",0.00692197717726231,0.0388109224784801,0.0825913986146525,-0.0756694214373901,0.0895133757919148,0,0.858447119323918
"382","sep","ac",NA,0,0,NA,NA,NA,NA
"383","sep","ah",NA,0,0,NA,NA,NA,NA
"384","sep","ch",NA,0,0,NA,NA,NA,NA
"385","september","ac",NA,0,0,NA,NA,NA,NA
"386","september","ah",NA,0,0,NA,NA,NA,NA
"387","september","ch",NA,0,0,NA,NA,NA,NA
"388","sun","ac",0.0784430034691468,0.0314968134352802,0.0670266437229617,0.0114163597461851,0.145469647192108,1,0.0127561334810395
"389","sun","ah",0.0229789677192457,0.040498131490515,0.0861818557117872,-0.0632028879925415,0.109160823431033,0,0.570436950030005
"390","sun","ch",-0.0554640357499011,0.0364318709081334,0.0775286692584959,-0.132992705008397,0.0220646335085948,0,0.127907816161901
"391","sunday","ac",-0.0630509875540156,0.0262748572813578,0.0559140848164841,-0.1189650723705,-0.00713690273753147,1,0.0164098567599977
"392","sunday","ah",-0.0798030041914899,0.0448743904196282,0.0954947326694461,-0.175297736860936,0.0156917284779562,0,0.0753440775738823
"393","sunday","ch",-0.0167520166374743,0.0411485126628326,0.0875658962659413,-0.104317912903416,0.070813879628467,0,0.683926384363349
"394","thu","ac",NA,0,0,NA,NA,NA,NA
"395","thu","ah",NA,0,0,NA,NA,NA,NA
"396","thu","ch",NA,0,0,NA,NA,NA,NA
"397","thur","ac",NA,0,0,NA,NA,NA,NA
"398","thur","ah",NA,0,0,NA,NA,NA,NA
"399","thur","ch",NA,0,0,NA,NA,NA,NA
"400","thurs","ac",-0.0107943604118191,0.0289282770495287,0.0615606821084323,-0.0723550425202514,0.0507663216966132,0,0.709042625644005
"401","thurs","ah",-0.0313892664795276,0.0410344982162374,0.0873232683662363,-0.118712534845764,0.0559340018867087,0,0.444302377082301
"402","thurs","ch",-0.0205949060677085,0.0348539932231027,0.0741708741707395,-0.094765780238448,0.053575968103031,0,0.554593549733404
"403","thursday","ac",-0.0805692669004202,0.021780173510028,0.0463491944377371,-0.126918461338157,-0.0342200724626831,1,0.000216278203190479
"404","thursday","ah",-0.0453203100012615,0.0384612117111701,0.0818471982829353,-0.127167508284197,0.0365268882816738,0,0.238661856081802
"405","thursday","ch",0.0352489568991587,0.039050065492778,0.0831003057665177,-0.047851348867359,0.118349262665676,0,0.366706035010218
"406","tue","ac",0.00235556736588478,0.0242799275046757,0.0516687840126819,-0.0493132166467972,0.0540243513785667,0,0.922712840473072
"407","tue","ah",0.00619395794346929,0.0423876272722161,0.0902027882050488,-0.0840088302615795,0.0963967461485181,0,0.883821483643053
"408","tue","ch",0.00383839057758451,0.0399237494653157,0.0849595447804603,-0.0811211542028758,0.0887979353580448,0,0.923406969912288
"409","tues","ac",-0.0112082655774429,0.0215117069952693,0.0457778855504666,-0.0569861511279096,0.0345696199730237,0,0.602345196652628
"410","tues","ah",-0.0260395226767287,0.0430328911889094,0.0915759390077597,-0.117615461684488,0.0655364163310311,0,0.545107610269
"411","tues","ch",-0.0148312570992857,0.041962512922689,0.0892981256395541,-0.10412938273884,0.0744668685402684,0,0.723758128743871
"412","tuesday","ac",-0.0449870562704746,0.0257543818141624,0.0548064894790087,-0.0997935457494833,0.00981943320853415,0,0.0806767387670231
"413","tuesday","ah",-0.0308690370409749,0.0418276474288804,0.0890111257681987,-0.119880162809174,0.0581420887272237,0,0.460511060626516
"414","tuesday","ch",0.0141180192294996,0.0357314068401054,0.076038050036811,-0.0619200308073113,0.0901560692663106,0,0.692757928052813
"415","wed","ac",-0.0335164254654956,0.0266471688142846,0.0567063805997611,-0.0902228060652567,0.0231899551342655,0,0.208469301460078
"416","wed","ah",-0.032620951347053,0.0376640558634789,0.0801508145803533,-0.112771765927406,0.0475298632333002,0,0.38643368641999
"417","wed","ch",0.000895474118442507,0.0385918871784278,0.0821252815882578,-0.0812298074698153,0.0830207557067003,0,0.981487796615578
"418","wednesday","ac",-0.0501590673578903,0.0283128227777759,0.0602509675785701,-0.11041003493646,0.0100919002206798,0,0.0764605659286397
"419","wednesday","ah",-0.0530256144847954,0.0438566652723707,0.0933289675201146,-0.14635458200491,0.0403033530353193,0,0.226637388323337
"420","wednesday","ch",-0.00286654712690506,0.0382760129113895,0.0814530868596853,-0.0843196339865904,0.0785865397327802,0,0.940301058167482
