"","target_word","comparison","mean_difference","bootstrap_se","bootstrap_me","lb","ub","significant"
"81","nonadherence","ch",0.00257080011069775,0.048874268944462,0.104006655101537,-0.10143585499084,0.106577455212235,0
"82","nonadherent","ac",0.0680975468596444,0.0452852756368585,0.09636911499777,-0.0282715681381257,0.164466661857414,0
"83","nonadherent","ah",0.120989776682109,0.0421009843768952,0.0895927991577482,0.0313969775243604,0.210582575839857,1
"84","nonadherent","ch",0.0528922298224643,0.0461403896356444,0.0981888362675712,-0.0452966064451069,0.151081066090035,0
"85","noncompliance","ac",0.0155111053958535,0.044540656961374,0.0947845327741203,-0.0792734273782667,0.110295638169974,0
"86","noncompliance","ah",0.0259203668683767,0.0413335214720813,0.0879596033807453,-0.0620392365123686,0.113879970249122,0
"87","noncompliance","ch",0.0104092614725232,0.0437628576918982,0.0931293407455596,-0.0827200792730364,0.103538602218083,0
"88","noncompliant","ac",0.109714970330242,0.0369021524067118,0.0785294495602709,0.0311855207699712,0.188244419890513,1
"89","noncompliant","ah",0.147059554856969,0.0481609426673874,0.10248866451719,0.0445708903397791,0.249548219374159,1
"90","noncompliant","ch",0.037344584526727,0.0434943302439859,0.0925579021897819,-0.055213317663055,0.129902486716509,0
"91","noncooperative","ac",-0.0303082000464201,0.0363020604519547,0.0772524267358774,-0.107560626782297,0.0469442266894573,0
"92","noncooperative","ah",0.0693000609055161,0.0469969858342755,0.100011711725689,-0.030711650820173,0.169311772631205,0
"93","noncooperative","ch",0.0996082609519362,0.0386527385172464,0.0822547759898245,0.0173534849621118,0.181863036941761,1
"94","resist","ac",-0.0789157879073173,0.0543553293192002,0.115670599510279,-0.194586387417597,0.0367548116029621,0
"95","resist","ah",0.00429893508553505,0.0463496860481978,0.0986342285008376,-0.0943352934153026,0.102933163586373,0
"96","resist","ch",0.0832147229928523,0.0473115811191198,0.100681184722299,-0.0174664617294469,0.183895907715152,0
"97","resistance","ac",-0.0485393101494992,0.0344710968204301,0.0733560533058454,-0.121895363455345,0.0248167431563461,0
"98","resistance","ah",0.0058393210201757,0.0352433210815559,0.0749993814644561,-0.0691600604442804,0.0808387024846318,0
"99","resistance","ch",0.0543786311696749,0.031442335741362,0.0669107127260497,-0.0125320815563748,0.121289343895725,0
"100","resistances","ac",-0.0524737619743973,0.0411143017299307,0.0874930938532224,-0.13996685582762,0.0350193318788251,0
"101","resistances","ah",-0.0208638260723092,0.0400008261874867,0.085123567531743,-0.105987393604052,0.0642597414594338,0
"102","resistances","ch",0.0316099359020882,0.0411808665503834,0.0876347468021512,-0.056024810900063,0.119244682704239,0
"103","resistant","ac",0.0708906548534287,0.0336645339492478,0.0716396510317554,-0.000748996178326661,0.142530305885184,0
"104","resistant","ah",0.0367841976112686,0.0388541564471452,0.0826834024556251,-0.0458992048443565,0.119467600066894,0
"105","resistant","ch",-0.0341064572421601,0.0347452655919725,0.0739394968534886,-0.108045954095649,0.0398330396113285,0
"106","resisted","ac",-0.0248938189586624,0.044447716871605,0.0945867520590225,-0.119480571017685,0.0696929331003601,0
"107","resisted","ah",0.0160822656704113,0.03634370403818,0.0773410461710786,-0.0612587805006673,0.0934233118414899,0
"108","resisted","ch",0.0409760846290737,0.0480841981527503,0.102325348718567,-0.0613492640894929,0.14330143334764,0
"109","resisting","ac",-0.0233103568665683,0.0424743115001605,0.0903872561632049,-0.113697613029773,0.0670768992966366,0
"110","resisting","ah",0.0884515301324427,0.048491380815754,0.103191851844014,-0.0147403217115717,0.191643381976457,0
"111","resisting","ch",0.111761886999011,0.0391172555156925,0.0832432891745657,0.0285185978244453,0.195005176173577,1
"112","resists","ac",-0.0106770844766288,0.0424215144703811,0.0902749016956038,-0.100951986172233,0.079597817218975,0
"113","resists","ah",0.0352740163812996,0.0502868164794868,0.107012620151507,-0.0717386037702072,0.142286636532806,0
"114","resists","ch",0.0459511008579284,0.0435293392026923,0.092632402837511,-0.0466813019795826,0.138583503695439,0
"115","unpleasant","ac",-0.0640660662698792,0.0406700253786135,0.0865476536811407,-0.15061371995102,0.0224815874112615,0
"116","unpleasant","ah",0.00361816306540277,0.0451219439801706,0.0960215378441638,-0.092403374778761,0.0996397009095666,0
"117","unpleasant","ch",0.067684229335282,0.0414890031281294,0.0882904753779017,-0.0206062460426197,0.155974704713184,0
