"","target_word","base_word","mean","bootstrap_se","bootstrap_me","lb","ub","significant"
"47","confront","caucasian",0.00140444873832166,0.0397564189439944,0.077921149284515,-0.0765167005461933,0.0793255980228366,0
"48","confront","hispanic",0.0297675941837952,0.0359787012283545,0.0705169586181018,-0.0407493644343066,0.100284552801897,0
"49","confrontation","african_american",0.00761868157424033,0.0405205089827364,0.079418738241395,-0.0718000566671547,0.0870374198156354,0
"50","confrontation","caucasian",0.0346566740023263,0.0415779303790761,0.0814912460947029,-0.0468345720923765,0.116147920097029,0
"51","confrontation","hispanic",0.0599056132603437,0.0508473984124397,0.099659069595941,-0.0397534563355973,0.159564682856285,0
"52","confrontational","african_american",0.0651478751795366,0.0320735048247377,0.0628629143144576,0.00228496086507904,0.128010789493994,1
"53","confrontational","caucasian",-0.00156248719285941,0.034188651297263,0.0670085252226341,-0.0685710124154935,0.0654460380297747,0
"54","confrontational","hispanic",0.0347328075906262,0.0298289754505532,0.0584637175788137,-0.0237309099881875,0.0931965251694398,0
"55","confronted","african_american",-0.00059555392654147,0.037577591101768,0.0736507251852381,-0.0742462791117796,0.0730551712586967,0
"56","confronted","caucasian",-0.00651593050315569,0.0368633043573398,0.0722507488915244,-0.07876667939468,0.0657348183883687,0
"57","confronted","hispanic",0.00200861538760364,0.0443572936267825,0.0869386979601617,-0.0849300825725581,0.0889473133477653,0
"58","confronting","african_american",NA,0.0207716615303315,0.0407117084985059,NA,NA,NA
"59","confronting","caucasian",NA,0.0257336144559487,0.0504369575256987,NA,NA,NA
"60","confronting","hispanic",NA,0.0282216561236828,0.0553134295864925,NA,NA,NA
"61","defensive","african_american",0.0511575226904824,0.0369825737641691,0.0724845126333673,-0.0213269899428849,0.12364203532385,0
"62","defensive","caucasian",0.0118340037297457,0.0367904888800645,0.0721080331785477,-0.060274029448802,0.0839420369082935,0
"63","defensive","hispanic",0.120771816838533,0.0407017871270055,0.0797740368753467,0.040997779963186,0.200545853713879,1
"64","defensiveness","african_american",NA,0.028348506598937,0.0555620519494126,NA,NA,NA
"65","defensiveness","caucasian",NA,0.0308378419924451,0.0604410596661292,NA,NA,NA
"66","defensiveness","hispanic",NA,0.0157791441312687,0.0309265542041532,NA,NA,NA
"67","non_adherence","african_american",-0.0454331499058753,0.0309100891324816,0.0605826614585869,-0.106015811364462,0.0151495115527115,0
"68","non_adherence","caucasian",-0.100491886399686,0.0342523996040224,0.0671334696079579,-0.167625356007644,-0.0333584167917284,1
"69","non_adherence","hispanic",-0.0847621815279126,0.0399106869539077,0.0782235090279117,-0.162985690555824,-0.00653867250000092,1
"70","non_adherent","african_american",0.0147112584905699,0.0351138885617744,0.0688219569382308,-0.0541106984476609,0.0835332154288007,0
"71","non_adherent","caucasian",0.00439986054552719,0.0292091716637502,0.0572489244791983,-0.0528490639336711,0.0616487850247254,0
"72","non_adherent","hispanic",0.00258351454976946,0.0392530711096387,0.0769346056574816,-0.0743510911077121,0.079518120207251,0
"73","non_compliance","african_american",0.0572037441655993,0.034990447214912,0.0685800163441774,-0.0113762721785781,0.125783760509777,0
"74","non_compliance","caucasian",-0.0270260885590687,0.0376816487186001,0.0738546743665461,-0.100880762925615,0.0468285858074774,0
"75","non_compliance","hispanic",-0.0194786558975466,0.0392062218616476,0.0768427828187161,-0.0963214387162627,0.0573641269211696,0
"76","non_compliant","african_american",0.00593144433223642,0.0289056746831327,0.0566540813277713,-0.0507226369955349,0.0625855256600077,0
"77","non_compliant","caucasian",-0.0291069668252021,0.0280953048696329,0.0550657856791532,-0.0841727525043554,0.0259588188539511,0
"78","non_compliant","hispanic",0.0578130572568625,0.0480302622961435,0.0941375842684533,-0.0363245270115907,0.151950641525316,0
"79","nonadherence","african_american",0.0326848120894283,0.0259847001611922,0.0509290764650089,-0.0182442643755806,0.0836138885544372,0
"80","nonadherence","caucasian",-0.00954579686513171,0.0353398645916763,0.0692648618182078,-0.0788106586833395,0.0597190649530761,0
"81","nonadherence","hispanic",-0.031362119858386,0.0327309515379934,0.064151486194193,-0.095513606052579,0.032789366335807,0
"82","nonadherent","african_american",-0.0808862910605967,0.0447898531844075,0.0877864991142753,-0.168672790174872,0.00690020805367857,0
"83","nonadherent","caucasian",-0.0682686383835971,0.0495494964221922,0.097115228439593,-0.16538386682319,0.0288465900559958,0
"84","nonadherent","hispanic",-0.0578547590259404,0.0440587482832068,0.0863535598390012,-0.144208318864942,0.0284988008130608,0
"85","noncompliance","african_american",0.0700066063553095,0.0238175520283831,0.0466815441755398,0.0233250621797696,0.116688150530849,1
"86","noncompliance","caucasian",-0.0107812286005355,0.0215521671680826,0.0422414714382286,-0.0530227000387641,0.031460242837693,0
"87","noncompliance","hispanic",0.00267552453879034,0.0399404386275177,0.078281821236667,-0.0756062966978767,0.0809573457754574,0
"88","noncompliant","african_american",0.0220330369236763,0.0235911020142853,0.0462377103036095,-0.0242046733799333,0.0682707472272858,0
"89","noncompliant","caucasian",-0.0368350575678051,0.0231535931531903,0.0453802086929461,-0.0822152662607512,0.00854515112514109,0
"90","noncompliant","hispanic",0.00149508101167157,0.037088383608304,0.0726918961170816,-0.07119681510541,0.0741869771287531,0
"91","noncooperative","african_american",0.0833283139392734,0.0375703002543683,0.0736364353869178,0.00969187855235551,0.156964749326191,1
"92","noncooperative","caucasian",0.0632902136072516,0.0401682069806553,0.0787282390056347,-0.0154380253983831,0.142018452612886,0
"93","noncooperative","hispanic",0.13727610334754,0.0411442897657301,0.080641326110311,0.0566347772372289,0.217917429457851,1
"94","resist","african_american",0.0147384005394997,0.0245560266645013,0.0481289278658277,-0.033390527326328,0.0628673284053274,0
"95","resist","caucasian",0.00729686201084405,0.0227122312155082,0.0445151551909425,-0.0372182931800985,0.0518120172017866,0
"96","resist","hispanic",-0.0110092763978173,0.0250697955914203,0.0491358964589648,-0.0601451728567821,0.0381266200611475,0
"97","resistance","african_american",0.0227671911939979,0.0264829567168458,0.0519056413691509,-0.0291384501751531,0.0746728325631488,0
"98","resistance","caucasian",-0.0204347805818543,0.0246164883918052,0.0482474306737865,-0.0686822112556407,0.0278126500919322,0
"99","resistance","hispanic",-0.0771584277972579,0.0268841184561555,0.0526919039301733,-0.129850331727431,-0.0244665238670846,1
"100","resistances","african_american",-0.0538831958809169,0.0361247906823633,0.0708032886864801,-0.124686484567397,0.0169200928055632,0
"101","resistances","caucasian",-0.0472109613008797,0.0320155090136384,0.0627492446134486,-0.109960205914328,0.0155382833125689,0
"102","resistances","hispanic",-0.0896593145094812,0.0354792885796227,0.0695381278131638,-0.159197442322645,-0.0201211866963174,1
"103","resistant","african_american",-0.0166475950245513,0.0370488220904387,0.0726143569668918,-0.0892619519914431,0.0559667619423405,0
"104","resistant","caucasian",-0.0542615966871381,0.0175018902046932,0.034303074462573,-0.0885646711497111,-0.019958522224565,1
"105","resistant","hispanic",-0.0293973493855447,0.0324971818725907,0.0636933060693257,-0.0930906554548703,0.034295956683781,0
"106","resisted","african_american",-0.0788898306898773,0.0449682750671819,0.0881361995785671,-0.167026030268444,0.00924636888868979,0
"107","resisted","caucasian",-0.0530504005495459,0.0403155339691263,0.0790169945969887,-0.132067395146535,0.0259665940474428,0
"108","resisted","hispanic",-0.0128226030697988,0.0394194530708473,0.0772607083091275,-0.0900833113789263,0.0644381052393287,0
"109","resisting","african_american",0.00827998315216973,0.0283235498586943,0.0555131376373653,-0.0472331544851956,0.063793120789535,0
"110","resisting","caucasian",-0.0317983020504471,0.0228725137840885,0.0448293032527094,-0.0766276053031565,0.0130310012022623,0
"111","resisting","hispanic",-0.023948636816931,0.0239769476581279,0.0469939538691326,-0.0709425906860635,0.0230453170522016,0
"112","resists","african_american",-0.0375062179053202,0.0290511422309103,0.0569391924823347,-0.094445410387655,0.0194329745770145,0
"113","resists","caucasian",-0.0284742920193821,0.0277445948894887,0.0543784067490519,-0.082852698768434,0.0259041147296698,0
"114","resists","hispanic",-0.0336096318496857,0.0309833855025676,0.0607263197041529,-0.0943359515538386,0.0271166878544672,0
"115","unpleasant","african_american",0.0654822501237504,0.061883375198707,0.121289186631245,-0.0558069365074945,0.186771436754995,0
"116","unpleasant","caucasian",0.00830700115766376,0.0594624183340101,0.116544198368314,-0.10823719721065,0.124851199525978,0
"117","unpleasant","hispanic",0.0860004821792245,0.0527589910618369,0.103405722341871,-0.0174052401626465,0.189406204521095,0
