"","target_word","n","african_american","caucasian","hispanic"
"1","apr",1000,100,100,100
"2","aug",1000,100,100,100
"3","dec",1000,100,100,100
"4","feb",1000,88,88,88
"5","jan",1000,100,100,100
"6","jul",1000,100,100,100
"7","jun",1000,100,100,100
"8","mar",1000,100,100,100
"9","nov",1000,100,100,100
"10","oct",1000,98,98,98
"11","sep",1000,100,100,100
"12","thu",1000,32,32,32
"13","thur",1000,100,100,100
