"","target_word","base_word","mean","bootstrap_se","bootstrap_me","lb","ub","significant","pvalue"
"1","111319","african_american",-0.0373441996169277,0.0330903753233876,0.0648559438687525,-0.10220014348568,0.0275117442518249,0,0.259086991961674
"2","111319","caucasian",-0.0231910493690521,0.0281255933593652,0.0551251500281748,-0.0783161993972268,0.0319341006591227,0,0.409625273078544
"3","111319","hispanic",-0.078852932062,0.0298418921485443,0.0584890338416755,-0.137341965903676,-0.0203638982203245,1,0.0082331228287873
"4","111417","african_american",-0.000902925070840865,0.0279486344566109,0.0547783169520325,-0.0556812420228733,0.0538753918811916,0,0.974227553992431
"5","111417","caucasian",-0.00498052785842447,0.0289491141361506,0.0567392210911945,-0.0617197489496189,0.05175869323277,0,0.86340276209329
"6","111417","hispanic",0.00165320091764443,0.0358792696852921,0.0703220763747723,-0.0686688754571279,0.0719752772924167,0,0.963249059847497
"7","1121219","african_american",-0.0456015820498578,0.0296089394052398,0.0580324548546988,-0.103634036904557,0.012430872804841,0,0.123528946608132
"8","1121219","caucasian",0.0166389407007955,0.0301716052422854,0.0591352596306392,-0.0424963189298437,0.0757742003314347,0,0.581306857350326
"9","1121219","hispanic",0.0150005006205902,0.034732116950667,0.0680736983301405,-0.0530731977095503,0.0830741989507307,0,0.665820387277049
"10","112222","african_american",-0.00165004190639593,0.0339195105017197,0.0664810189565987,-0.0681310608629946,0.0648309770502028,0,0.961201565739398
"11","112222","caucasian",0.0127378587687417,0.0330400255414125,0.0647572601094519,-0.0520194013407102,0.0774951188781936,0,0.699846180441502
"12","112222","hispanic",0.0394179240887752,0.037712043883769,0.0739142477955813,-0.0344963237068061,0.113332171884356,0,0.295914666169782
"13","1124","african_american",-0.00358378202072345,0.031842963971485,0.0624110625451172,-0.0659948445658406,0.0588272805243937,0,0.910390902092368
"14","1124","caucasian",-0.0263688660517801,0.0292943318518924,0.0574158353808737,-0.0837847014326538,0.0310469693290937,0,0.368048182259414
"15","1124","hispanic",0.0021095400035847,0.039958949496795,0.0783181018737732,-0.0762085618701885,0.0804276418773579,0,0.957897094487749
"16","112915","african_american",0.0620758740813471,0.0414886957963856,0.0813163495264542,-0.019240475445107,0.143392223607801,0,0.134598483947063
"17","112915","caucasian",0.0434877920517465,0.0244556152673066,0.0479321251436888,-0.0044443330919423,0.0914199171954353,0,0.0753655283740411
"18","112915","hispanic",0.00308328594546765,0.0335067788385745,0.0656720797615548,-0.0625887938160872,0.0687553657070225,0,0.926682335286089
"19","112918","african_american",-0.0157826181595738,0.0323203466416608,0.0633467153855053,-0.079129333545079,0.0475640972259315,0,0.625324369859456
"20","112918","caucasian",0.0117109697312117,0.0313136499493815,0.0613736261252822,-0.0496626563940706,0.0730845958564939,0,0.708412283857607
"21","112918","hispanic",-0.00796965209010523,0.0276502414615687,0.0541934774285107,-0.0621631295186159,0.0462238253384055,0,0.773170049549313
"22","1129215","african_american",0.00845204285578802,0.0336802915404998,0.0660121584081887,-0.0575601155524007,0.0744642012639768,0,0.801853370435504
"23","1129215","caucasian",-0.0169999261350313,0.0357395009136326,0.0700481346161562,-0.0870480607511875,0.053048208481125,0,0.634315124430156
"24","1129215","hispanic",4.58893337054178e-05,0.0392730823336287,0.0769738269357886,-0.0769279376020831,0.077019716269494,0,0.999067697762393
"25","1129219","african_american",-0.0382461849716492,0.0423471133118012,0.082998816940367,-0.121245001912016,0.0447526319687178,0,0.366441408402827
