"","theme","comparison","pwa_difference","bootstrap_se","bootstrap_me","lb","ub","significant","pvalue"
"1","rando","A-C",0.016790661674725,0.0106846520477896,0.0227374228692235,-0.00594676119449849,0.0395280845439485,0,0.116072398283496
"2","rando","A-H",0.00993543355611283,0.0119261853544775,0.0253794619056026,-0.0154440283494898,0.0353148954617154,0,0.404801169912457
"3","rando","C-H",-0.00685522811861213,0.0104416710229247,0.0222203482572624,-0.0290755763758745,0.0153651201386502,0,0.511485768407536
